Airtel,Asian Paints,Axis bank,Coal India,LT,Reliance,SBI,Tata Motors,Tata steel,Wipro
377.65,796.75,489.35,353.7,1006.6,961.75,319.45,536.15,461.65,592.6
381.95,743.7,481.05,354.75,1001.85,990.85,321.45,532.95,473.3,585.5
385.85,706.4,468,349.2,1002.25,987.15,305.85,518.55,460.5,581.85
393.35,703.75,469.75,349.5,964,987.35,306.2,519.75,465.7,579.55
403.15,691.85,470.1,347.8,948.35,992.35,304.95,520.75,464.4,581.05
398.65,689.75,478,347.4,976.25,984.6,308.5,526.6,476.6,579.7
400.75,690.65,476.85,347.1,993.85,997.45,305.05,530.45,462.7,573.1
397.55,689.5,466.7,346.75,976.1,980.4,297.1,524.65,466.85,572.3
402,683.45,469.85,346.6,939.45,977.8,2911.4,528.9,471.45,565.25
398.45,700.75,473.95,352.15,919.25,987.75,2939.55,541.3,486.45,566.35
392.3,691.75,475.8,353.1,928.8,983.35,2940.15,545.1,479.65,564.25
388.25,671.75,476.7,356.5,943.6,969.15,2788.45,523.8,479.1,563.8
389.8,644.3,473.75,347.35,973.55,968.75,2719.15,526.25,470.3,558.6
387.15,644.3,480.9,346,956,973.9,2742.1,530.6,468.3,554.75
384.7,649.5,466.8,345.65,962.5,977.75,2737.55,521.7,479.7,557.25
390.3,647.7,460.25,349.25,968.6,969.5,2735.2,521.7,471.05,558.5
390.5,646.1,468.85,344.7,979.25,980.9,2742.35,533.75,472.15,552.7
385.3,656.8,457.7,348.95,981.8,991.35,2782.25,534.75,477.95,559
396,653.65,444.65,360.3,972.55,1001.2,2721.25,531.15,489.15,564.05
398.3,656.15,438.75,369.35,969.4,999.2,2701.65,535.65,489.35,563.45
407.5,644.35,430.05,360.25,977.4,979.3,2638.15,526.4,474.4,559.55
405.15,646.1,425.75,357.95,965.4,951.3,2642.7,525.95,471.75,556.75
408.45,646.25,423.85,356.4,947.45,934.05,2656.4,508.6,451,554.1
413.2,650.4,426.1,355.75,964.6,941.7,2594.6,503.65,451.8,554.65
410.85,652.7,423.85,352.75,947.3,952.95,2582.35,516.95,459,560.75
409.4,641.75,424.05,353,934.7,945.95,2575.55,519.45,457.1,581.7
410.85,644.8,423,355.05,925.15,929.15,2584.55,501.7,455.8,573.25
401.7,647.25,417.7,360.7,872.35,934.5,2567.9,494.5,450.15,556.35
396.2,639.2,401.95,351.55,837.25,938.15,2522.3,475.75,447.75,565.8
388.15,627.1,393.9,348.85,869.7,932.35,2465.65,483.8,439.85,572
398.45,646.45,397.1,344.25,876.3,961.1,2521.65,488.2,456.15,580.3
391.7,656.4,386.45,340.95,881.95,957.85,2481.3,496.35,457.8,584.4
392.3,663.45,379.25,334.55,845.95,960.3,2451.3,492.35,448.2,584.55
404.25,655.1,387.45,343.3,844.95,954.65,2480.25,519.95,467,588.05
399.6,635.9,378.65,341.35,828.1,937.15,2411.8,510,456.45,592.95
403.45,629.3,374.35,340.4,808.85,926.65,2369.8,504.9,440.95,617.85
403.15,631.6,380.85,344.05,820.05,926.8,2423,502.75,448.7,615.55
404.25,629.4,377.8,341.35,828.1,945.35,2442.35,502.75,459.3,596.35
403.05,626.15,386.2,342.85,800,932.75,2447.5,510.75,466.55,592.95
405.05,628.7,389.7,348,788.6,933.6,2442.9,511.45,474.2,586.05
406.8,620.95,378.35,346.55,817.45,929.4,2378.35,503.55,459.95,583.2
403.85,639.9,396.75,351.35,830.15,964.9,2487.4,512.95,473.3,591.35
406.55,635.3,399.35,334.55,831.6,966.1,2555.95,517.8,486.1,582.25
415.1,652.8,408.25,343.1,826.2,991.1,2601.95,539.4,500.9,582.55
414.85,668.3,407.55,345.85,811.45,994.6,2568.5,519,510.4,586.65
415.8,660.1,405.25,344.9,847,1004.5,2618.75,525.6,506.75,580.95
414.05,645.9,398.35,339.85,888.15,988,2562.05,506.85,498.75,567.35
412.6,648.35,398.85,344.2,835.8,980.45,2563.7,499.6,490.05,559.45
411.45,660.9,411.8,352,821.95,1002.85,2624.3,512.25,507.55,567.8
413.15,670.55,416.95,357.95,828.6,1015.7,2625.6,516.5,517.05,574.75
405.65,656.5,418.3,360.65,833.65,1018.75,2601.4,514.1,517.7,574.35
407.8,653.8,417.3,373.85,813.7,1016,2553,516.3,520.3,582.6
406.05,665.05,419.35,380.7,816.5,1033.3,2567.4,517.25,518.5,587.45
403.2,674.3,420.65,374.5,807.2,1037.45,2564.2,510.5,517,591.6
400.55,646.95,415.75,371.25,753.65,1025.2,2515.4,506.35,513,581.95
405.35,631.35,416.65,378.05,727.6,1024.1,2488,512.85,509.25,576.6
403.15,626.05,413.6,376,699.05,1030.95,2501.5,522.65,525.75,577.4
391.9,624.25,408.8,363.65,694.55,1023.9,2522.05,516.4,519.2,560.6
375.95,629.6,405.4,365.35,727.4,1014.15,2503.4,519.85,523.85,565.75
369.7,624.15,397.3,356.4,722.25,999.25,2460.45,524.4,513.55,565.4
369,616.95,398.65,358.1,722.15,994.35,2503,521.6,522.85,557.65
368,608,397.75,356.65,704.75,994.05,2493.15,512.9,525,551.1
369.1,605.05,397.5,358.55,705.1,996.35,2509.1,508.3,511.85,555.45
365.2,610.35,402.35,357.3,744.6,998,2523.6,511.5,537.6,556.9
371.1,613.25,398.7,364.75,738.75,994.85,2467.8,512.6,536.6,550.45
374.05,612.25,394.05,366.65,725.4,998.2,2413.05,511.65,545.45,551.3
376.9,615.35,397.65,368.95,708.6,1008.7,2439.8,518.75,544.1,546.35
376.35,620.3,393.9,363.7,733.25,1013.25,2420.3,503.9,546.4,547.65
365.55,617.45,377.7,356.6,738.3,1001.9,2361.8,484.6,541.3,545.7
368.3,615.35,373.8,352.75,756.65,990,2368.65,472.65,534.7,548.95
369.9,614.3,381.6,364.35,798.05,984.5,2429.35,473.9,541.9,543.6
376.2,613.95,376.85,357.7,803.9,980.65,2412.7,447.4,534.9,543.6
373.7,618.5,371.25,354.9,797.45,980.4,2415.25,433,537.55,547.8
366.05,632.3,381.15,362.6,780.15,989.35,2437.15,442.15,555.45,552.75
367.45,639.9,383.2,360.05,780.95,987.75,2426.65,447.35,550.15,551.3
374.5,633,392.7,361.05,795.3,983.6,2469.75,456.65,561.7,549.6
376.85,629.95,390.95,359.85,813.8,985.2,2460.85,446.8,551,548.8
379.55,625.2,387.5,359.45,830.2,978.45,2439.4,439.5,549.2,535.85
372.6,629.15,391.85,368.95,844.3,1006,2439.75,446.9,553.4,543.65
373,642.25,402,367.15,846.45,1005.5,2470.95,451.35,544.9,550.4
354.35,634.5,395.7,364.4,849.55,1005.3,2490.25,453.15,547.55,555.1
354.65,637,1985.85,376.2,841.35,1021.75,2501.2,461.9,557.15,550.35
354.5,618.4,1996.65,385.05,845.65,1040.75,2555.75,485.6,567.05,576.8
354.25,601.55,2001.15,384.05,853.9,1033.05,2540.3,483.8,554.95,569.35
353.25,602.75,2017.6,386.95,867.05,1030.8,2524,485.4,562.1,558.9
337.05,593.9,2023.15,378.5,902.55,997.35,2523.15,474.35,562.05,545.1
336.2,581.4,1996.05,375.35,901.95,976.7,2561.45,475.2,562,547.7
336.5,579.95,1954.95,375.7,974.7,982.35,2597.65,474.9,558.9,537.85
336.25,579.8,1965.25,365.25,985.35,989.05,2573.15,470.35,542.7,535.45
334.1,582.95,1897.5,364.45,968,972.2,2516.2,463.05,526.25,537.25
332.05,589.45,1846.7,359.25,971.4,961.85,2412.1,456.25,513.95,540.45
335.4,569,1816.1,362.45,1005.85,967,2421.55,445.5,500.95,552.55
334.65,585.9,1859.85,371.15,994.1,998.2,2547.85,452.85,521.9,544.8
340.05,592.15,1874.45,365.65,967.8,1000.05,2581.55,456.9,517.3,543.1
339.65,590.5,1888.3,376.85,1413.55,995.15,2576.75,468.4,513.3,550.65
344.6,592.95,1922.45,396.5,1427.65,1026.4,2682.45,478.75,536.1,557.7
338.5,588.2,1934.5,394.05,1403.85,1031.95,2699.05,468.45,536.45,547.5
337.35,580.85,1924.9,396.3,1409.7,1007.1,2691.95,468.8,539.3,555.6
338.5,584.75,1926.75,393.5,1402.8,1018.2,2701.1,455,543.65,541.65
335.4,583.6,1920.3,384.85,1392.7,1008,2680.8,450.95,541.35,538.65
336.9,592.7,1921.4,385.3,1429.9,1014.7,2685.9,431.15,528.3,544.95
331.6,583.55,1910.7,382.15,1449.95,1013.05,2636.75,432.25,519.5,545.85
338.65,584.95,1926.4,388.6,1404.15,1011.95,2655.5,437.95,525.8,535.65
336.35,585.85,1913.85,397.7,1350.35,1050.8,2691.75,443.4,530.85,528.4
340.95,578.5,1924.65,391.6,1353.95,1059.65,2659.5,442.15,532.4,531.3
340.9,572.6,1883.35,387.9,1367.8,1038.7,2601.35,435.55,526.95,531.35
338.3,566.65,1867.65,386.45,1354.9,1037.85,2580.6,436.85,519.75,536.35
337.5,567.6,1842.75,386.4,1393.9,1041.4,2606.1,438.45,519.3,537.25
339.65,556.1,1847.2,394.05,1396.35,1066.8,2638.15,433.85,522.05,530.6
339.25,559.7,1839.45,400.65,1437.4,1089.9,2654.4,440.65,532.1,536
333.25,539.65,1772.25,389.4,1438.35,1064.5,2579.25,430.9,524.85,535.4
333,540.45,1819.1,389.1,1455,1081.95,2606.35,437.8,525.75,529
341.55,547.9,1904.5,394.75,1440.4,1094.6,2693.8,449.65,549.95,530.65
354.2,541.85,1941.3,404.1,1392.95,1101.55,2690.65,445.6,549.2,526.95
361.15,535.65,1935.5,420.25,1397.3,1117.85,2664.75,452.3,558.8,524.8
356.45,528.4,1966.2,412.9,1404.65,1122.6,2703.35,448.4,573.7,510.85
355.8,506.35,1974,391,1405.8,1119.85,2732.15,438.55,560.25,507.65
355.95,510.75,1946.9,391.1,1412.6,1087.6,2696.75,434.8,555.1,500.95
353.45,509.1,1924.65,390.2,1428.2,1077.9,2682.3,421.7,536.6,491.7
359.15,509.3,1899.5,393.1,1419.5,1094.75,2643.3,420.45,525.75,494.35
361.3,509.9,1902.35,373.35,1409.2,1082.35,2644.2,421.1,492.8,499.1
344,509.45,1836.15,371.15,1387.55,1065.15,2541.9,415.45,475,505
338.1,506.75,1865.55,373.6,1401.6,1073.05,2600.05,423.8,465.65,500.2
341.75,512.1,1861.2,380.35,1426.65,1088.55,2610.1,428.85,468.7,513.7
335.7,522.2,1848.55,393.05,1446.95,1087.75,2632.2,436.45,476.75,506.8
338.2,524.5,1873.8,400.75,1454.85,1101,2699.8,443.3,468.4,504.55
342.4,538.85,1864.95,397.55,1465.4,1127.85,2755.25,431.4,477.55,489
332.4,537.65,1841.15,389.95,1456.9,1101.3,2511.8,430.4,471.05,483.5
340.7,545.15,1815.25,372.15,1418.65,1078.1,2460.1,437.1,462.4,492.05
347.75,529.05,1855.75,366.7,1517.1,1078.5,2526.05,439.75,467,494.05
338.3,528.3,1854.85,389.65,1606.65,1120.25,2570,444.35,451.25,481.5
332.25,536.4,1756.85,345.65,1618.6,1080.5,2414.3,449.8,440.45,502.85
321.55,529.7,1663.65,340.7,1623.05,1053.2,2279.1,439.3,460.7,516.35
323.45,556.95,1638.55,342.9,1593.75,1045.55,2282.75,442.4,452.15,524.2
319.9,539.2,1649.75,331.65,1580.35,1061.35,2276.25,440.8,426.9,528.8
317.75,536.3,1646.3,330.8,1521.7,1028.95,2243.75,445,420.25,511.6
310.05,520.75,1631.5,309.05,1516.85,997.35,2172.7,427.5,416.9,512.3
307.9,504,1555.75,294.15,1563.15,959.65,2091.5,422.15,402.25,510.75
310.95,506.35,1540.9,295.4,1561.65,960.75,2073.4,416.5,399.95,505.5
315.25,514.75,1537.95,296.45,1562.85,963.25,2051.75,418.3,400.85,514.6
320.75,518.5,1552.9,296.65,1562.25,945.2,2044.85,414.25,397.3,520.8
325.7,509.6,1530.45,295.5,1577.55,928.3,2045.8,414.7,390.75,527.6
327.65,505.15,1519.2,291.7,1561.05,935.3,2078.95,414.45,400.6,522
335.15,498.3,1528.1,296.75,1569,940.3,2065.3,409.15,405.5,524.9
337.9,501,1530,295.75,1552.15,945.35,2105.3,416.5,425.9,529.05
341.05,515,1534.45,300.05,1512.6,947.4,2083.15,423.8,426.25,519.75
339.1,529.6,1517.7,302,1529.5,966.85,2064.55,425.45,426.6,525
335.3,536.35,1500.05,298.9,1541.8,968.35,2049.35,429.05,421.05,531.3
334.85,539.65,1502.25,296.25,1518.75,959.45,2070.7,431.95,423.25,546.6
325.1,543.6,1464.65,290.9,1503.5,958.75,2017.8,428.65,418.8,585.55
323.3,534.55,1431.65,289.7,1534.85,941.05,1959.75,411.2,413.75,571.9
324.65,534.8,1445.75,292.4,1472.8,948.5,1963.5,412.35,408.4,589
321.9,541.95,1495.4,293.05,1421.5,952.85,1994.3,423.25,420.1,567.95
319.65,541.3,1501.95,292.15,1425.55,968.8,2026.85,430.8,416.8,560.45
320.2,545.55,1484.85,288.05,1380.95,961.1,1984.25,421,418.85,553.65
317.7,538.65,1421.7,284.1,1359.6,944.05,1922.25,403.25,405.95,556.4
316.25,531.55,1429.15,282,1377.7,944.2,1904.25,405.1,401.9,553.25
321.85,538.7,1437.25,280.85,1350,951.95,1895.35,411.25,398.55,560.5
326.1,523.75,1466.05,287.2,1320.25,956.95,1933.5,413.55,403.45,565.2
315.55,536.7,1468.8,289.65,1324.8,941.15,1894.55,403,401.3,560.5
318.9,546.5,1460.45,287.9,1348.75,929.5,1918.3,398.35,393.85,542.6
317.5,537.85,1461.15,285.9,1361.45,914.15,1902.25,396.45,380.9,551.5
310.7,537.25,1430.2,279.95,1379.55,902.15,1839.55,396.85,374.85,551.55
298.75,527.95,1430.2,280.35,1422.35,890.2,1768.2,401.25,374.3,545.35
295.15,524.65,1400.8,273.9,1394.7,878.65,1741.05,390.7,366.7,548.5
294.05,522.5,1410.9,270.8,1364.9,904.6,1725.45,391.1,362.95,563.05
293.65,505.4,1389.7,263.4,1337,888.3,1702.4,388.85,361.85,568.65
292.35,508.55,1393.4,263.2,1367.7,885.75,1702.6,389.15,362.5,567.95
295.35,514.05,1356.85,260.25,1398.35,905.7,1677.95,380.1,350,550.95
299.3,512.6,1386.15,263.3,1396.6,902.15,1707.35,384.55,356.3,545
295.3,501.55,1348.65,270.4,1437.5,895.35,1698.4,381.4,340.7,540.3
295.1,495.85,1356,263.85,1468.7,886.1,1653.5,393.3,341.75,547.05
300.9,493.05,1380.8,265,1508.4,879.1,1651.8,388,336.8,563.4
299.8,493.7,1398.05,259.75,1506.5,871.15,1644.75,388.75,339.6,566.35
302.85,480.3,1418.45,255.55,1523.05,874.95,1675.15,398.1,344.15,559.9
304.95,484.55,1426.8,258.5,1494.3,885.8,1691.35,395.9,364.25,557.4
301.4,480.6,1406.9,264.45,1498.4,869,1648.75,409,370.25,565.55
285.8,474.45,1328.3,256.9,1505.8,822,1576.2,407.95,364.2,584.55
282.8,474.65,1306.75,251.5,1496.1,806.9,1573.5,409.8,355.75,589.6
287.6,475.55,1295.05,247.2,1463.45,814.6,1549.7,412.9,351.75,589.15
286.5,473.05,1253.8,244.35,1433.7,803.5,1518.5,410.65,345.4,585.65
287.5,472.95,1265.9,244,1393.9,799.25,1531.7,417.05,344.05,596.75
288.15,476.55,1236.2,243.6,1364.8,810.55,1521.65,400.45,349.25,603.35
287.35,472.1,1235.15,246.35,1400.1,810.4,1506.75,398.6,360.9,595.15
282.9,470.2,1235.5,252.05,1365.8,812.4,1510.75,396.6,369.2,578.1
288.2,464.2,1189.75,251.2,1410.45,811.3,1503.1,395.95,373.9,571.8
296.85,462.2,1156.75,251.3,1367.3,805.35,1481.5,391.2,367.3,565.6
302.85,468.6,1164.7,254.65,1401.5,812.55,1508.65,391.45,374.05,564.55
302.2,473,1164.6,255,1434.5,812.75,1499.05,391.45,379,557.05
305.1,472.95,1115.35,256.4,1425.2,811.45,1473.4,386.35,373.5,560.85
305.2,472.3,1102.7,260.55,1456.8,821.5,1475.1,388.15,371.05,564
302.6,470.05,1101.2,260.75,1465.25,807.45,1499.65,375.95,367.35,555.65
308.15,477.4,1119.2,269.9,1466.55,817.45,1532.7,376.05,374.35,562.15
305.35,483.7,1122.6,270,1443.95,805.5,1518.5,374.3,390.15,562.9
307.4,486.95,1120.1,270.05,1442.2,821.6,1514.3,364,382.5,563.05
315.5,490.5,1125.75,269.45,1482.55,814.3,1526.75,360.9,384.45,560.95
315.25,483.95,1102.85,266.8,1494.8,815.85,1504.25,357.65,361.35,568.35
314.45,483.9,1121.2,255.1,1490.35,816.15,1521.1,355.8,359.25,559.8
316.45,476.1,1123.25,249.2,1509.35,822,1516,345.9,343.15,555.9
305.95,471.15,1123.05,245.9,1496.05,821.3,1489.85,336.6,343.4,565.95
315.15,472.25,1119.55,247.5,1514.6,830.85,1525.6,349.85,356.15,574.95
308.4,478.6,1109.95,246.15,1533.5,825.7,1517.55,361.2,346.55,571.85
301.65,482.75,1139.65,251,1533.15,836.75,1573.65,351.85,358,571.8
306.3,478,1121.95,249.35,1534.9,845.8,1595.95,356.25,366.1,568
307.05,475.95,1159.95,248.95,1542.9,842.8,1594.55,347.8,353.75,570.8
313.3,478.4,1206.95,257.9,1564,867,1621.95,370.5,376.45,573.2
314.65,473.15,1216.3,259.3,1594.65,866.05,1657.05,383,389.15,578.4
309.75,473.75,1186.85,261.9,1593.7,872.2,1645.75,385.3,392.45,577.45
305,479,1189.1,263.1,1607.3,864.05,1658.6,384.65,383.7,571.5
308.75,490.1,1161.55,269.7,1585.5,869.5,1641,374.6,374.75,573.3
311.2,491.75,1152.8,272.75,1561.2,884.55,1622.05,369.65,377.55,552.45
315.5,496.5,1176.95,302.7,1552.3,885.15,1637,369.75,381,570.4
331.55,492.95,1178.15,295.15,1567.25,885.4,1643.55,376.75,374.9,560.1
328.7,487.2,1175.7,289.9,1536.5,881.1,1626.9,371.8,374.9,552.7
331.25,494.6,1183.45,290.25,1528.1,879,1641.95,376.05,386.15,561.45
330.6,492.75,1164.55,288.7,1542.25,856.9,1608.85,368.15,384.3,554.55
329.2,490.1,1184.95,295.7,1558.3,850.55,1639.1,368.15,390.9,540.75
332.55,490.5,1212.8,288.75,1554.35,848.25,1655.4,370.25,392.25,546.3
331.65,490.2,1234.3,275.6,1531.45,842.15,1659.75,365.3,394.8,549.95
328.8,490.4,1255.95,276.4,1545.05,854.9,1687.65,366.85,408.25,558.05
328.85,489.4,1260.65,277.75,1550.2,865,1716.1,362.7,412.6,557.15
328.1,485.5,1272.75,283,1566.45,875.35,1742.5,371.95,419.5,552.9
337.6,499.85,1291.75,291.9,1589.45,888.7,1765.3,374.9,425.05,552.75
