BHEL,BOB,Britannia,Colgate,Dabur,Godrej,Havells,MRF,Oracle FS,Titan
85.4,138.6,2719.3,839.3,295.8,763.23,374.9,33542.2,3486.75,360.45
85.73,134.85,2744.4,835.5,294.4,742.25,376.85,32553.05,3465.65,361.9
81.7,133.2,2751.45,834.9,288.7,728.55,373.35,31965.4,3394.85,364.55
78.47,129.8,2654.05,834.4,283.1,697.38,366.9,31164.45,3340.45,362.6
79.17,131.8,2682.5,811.2,285.6,680.73,366.3,31783.8,3387.45,362.6
79.53,135.05,2930.7,808.9,277.1,685,365.5,32005.8,3413.5,366.05
79.5,137.2,2995.95,819.9,281.55,682,356.5,32579.2,3510.45,363.95
79.7,142.4,2971.6,828,286.35,692.42,364.1,32874.4,3489.05,365.25
80.67,141.9,3005.65,828.15,281.2,689.6,366,32810.2,3422.1,364.75
80.83,142.3,2935.55,824.5,284.95,696.05,357.6,33031,3443.8,364.85
81.83,155.1,2954,836.65,289.5,696.2,359.8,32907.05,3483.65,364.7
83.73,157.65,2936.45,836.95,291.4,719.62,342.25,33297.4,3483.9,374
84.2,156.85,2847.45,835.95,293.1,697.77,340.15,32848.15,3500.15,372
85.77,157.4,2820.9,845.8,290.15,691.67,345.65,33333.4,3466.65,371.85
84.83,155.15,2813.75,848.3,287.75,674.38,340.2,33687.1,3507.6,365.5
84.5,150.6,2817.3,850.55,290.2,661.88,341.1,33742.05,3570.55,365.45
81.83,148.7,2821.45,845.3,282.6,663.8,336.45,33835.9,3504.05,359.2
79.83,148.65,2817.75,842.65,281.25,666.45,333.1,33715.05,3558.75,360.05
82.97,152.9,2847.1,850.35,290.4,683.17,329.1,33434.9,3575.3,360.1
85.13,155.5,2858.4,849.8,296.15,685.65,334.45,34187,3634.95,367.65
83.6,157.9,2862.6,840.85,275.8,660.83,332.2,33787.75,3608.35,355.9
83.33,160.55,2825.55,847.5,269.65,666.15,337.25,34113.1,3593.05,369.55
85.17,161.05,2861.4,855.55,272.5,684.3,344.2,34786.25,3552.15,371.5
86.1,161.7,2837.3,843.9,266.55,677.67,346.1,35721.05,3551.55,371.85
83.77,157.85,2817.1,841.25,266.8,682.52,342.75,35404.9,3593,373.6
85.03,161.95,2822.6,849.95,264.9,683.5,338.15,35541.95,3609.95,371.65
85.93,157.75,2787.85,850.15,267.2,683.05,341.75,36012.8,3607.1,369.35
88.63,152.65,2845.3,851.6,267.25,676.08,350.95,36816.25,3633.2,373.8
88.13,148.1,2850.65,846.15,273.65,688.67,342.4,36740,3637.7,361.8
89.1,152.45,2761.1,835.7,267.55,687.38,338,36595.8,3567.3,352.85
84.87,149.2,2705.75,819.2,262.8,672.35,339,36269.75,3563.65,350.4
84.97,149.35,2656.95,814.95,253.4,676.42,346.95,35800.7,3557.55,344.55
81.87,143.1,2686.8,819.95,250.05,688.33,332.65,35468.25,3558.05,335.85
79.5,143.4,2701.15,822,247.7,675.98,321.5,35791.05,3559.95,339.3
75.93,143.35,2707.2,827.6,247.8,680.75,327.45,36174.65,3559.9,348.1
75.23,144.35,2641.35,831.1,246,676.23,315.5,35742.15,3538.15,345.6
77.9,151.45,2659.2,840.7,249.55,710.65,318.15,36844.65,3558.5,344.55
77.63,152.8,2679.05,833.9,250.5,692.6,313.25,37255.05,3527.05,339.45
75.9,147,2686.5,830.85,249.9,690.4,321.35,38296.75,3529.4,339.1
76.57,147.05,2638.5,818.85,246.75,694.08,312.65,37912,3556.45,338.25
73.97,140.35,2583.15,829.3,245.1,665.67,302.1,36915.5,3516.7,329.75
75.43,138.75,2625.6,824.55,243.55,662.77,304.1,36159.8,3474.75,327.4
77.6,144,2725.3,839.9,248.95,650.08,304.05,35340.45,3574.6,352.7
77.8,146.5,2751.5,852.1,249.65,647.83,303.9,34810.1,3505.95,358.6
74.63,147.4,2734.95,847.95,253.1,669.3,299.55,34747.35,3486.3,342.1
75.6,144.1,2685.8,850.9,249.6,663.48,292.2,34716.9,3450.8,337.8
73.93,142.25,2697.6,836.15,247.95,646.67,292.55,33936.75,3394.35,339.5
70.93,142.95,2720.3,835.35,247.25,639.4,289.9,33454.35,3333.3,339.65
70.77,143.2,2758.75,839.65,247.4,630.8,294,34356.45,3338.65,343.8
70.63,140.95,2823.05,846.25,251.05,647.5,294.6,34601.75,3346.45,341.15
69.13,140.7,2816.1,813.5,249.85,650.2,290.8,34499.8,3349.15,346
69.6,139.2,2834.65,808.1,245.95,624.88,283.45,34415.65,3375.45,339.05
71.77,143.05,2837.8,822.05,245.85,629.38,285.45,34405.4,3432.45,339.85
70.67,141.9,2819.05,825.5,248.6,626.85,285.15,34455.85,3493.85,341.55
71.73,148.9,2855.2,846.3,249.55,624.83,280.9,34226.7,3448.2,338.45
68.87,145.4,2841.85,834.25,245.1,621.77,277.25,34066.05,3305.3,342.15
64.73,145.25,2862.85,834.35,243.55,630.25,283.45,34063.85,3287.25,333.9
61.87,136.05,2841.7,824.25,241.95,624.45,285.4,33854.9,3278.25,337.5
60.57,131.9,2756.25,820.4,237.15,594.17,272.2,32547.05,3217.25,316.8
63.4,132.75,2712.45,832.55,241.3,599.8,273.95,32371.5,3160.9,330.15
62.9,130.1,2685.95,823.65,238.6,588.85,270.85,31977.7,3123.9,323.75
62.3,133.7,2753.4,816.85,236.35,587.73,275.05,32764.4,3181.15,326.95
65.63,132.95,2802.25,820,238.9,599.92,279.4,33589,3227.1,329.45
67.33,139.25,2799.35,830.3,248.6,606.45,281.3,33729.9,3254.2,337.9
67.83,139.65,2724.5,832.35,244.4,599.92,281.15,33602,3249.45,334.7
69.13,138.85,2753.5,843.35,243.75,603.8,280.55,33435.05,3290.25,333.65
70.5,138.3,2652.2,836.7,241.45,589.15,282.1,33342.3,3264.2,326.85
68.83,130.85,2625.9,839.25,245.1,598.25,281.9,33227.55,3270.85,347.55
71.97,139.35,2665.9,846.65,248.9,623.08,291.85,33317.65,3417.4,358.7
69.63,113.7,2564.2,835.25,247.8,604.65,273.35,31811.85,3417.9,355.85
80.17,115.95,2634,827.65,239.15,593.5,269.95,32304.9,3313.75,356.35
85.33,116.9,2722,842.75,242.9,607.35,286.35,33825.35,3456.95,370.4
87.6,124.3,2783.1,848.35,249.25,618.08,290.74,33656.1,3550.75,366.85
88.2,130.65,2854.75,853.45,250.95,622.85,301.23,34140.15,3612.25,371.6
88.53,126.95,2862.5,852.15,251.3,622.95,300.68,34180.35,3661.45,369.55
86.33,122.8,2856.3,831.15,247.25,620.02,294.99,33725.4,3613,362
85.47,120.55,2828.05,840.6,243.45,616.9,296.13,34201.25,3637.8,354.05
89.87,120.95,2792.85,855,241.15,618.62,302.07,34618.75,3750,352
93.5,122.2,2800.5,861.7,251.05,631.4,300.93,34313.05,3648.35,359.95
92.47,125.4,2689.45,857.95,250.65,612.48,293.66,35626.25,3639.7,363.7
91.27,130.15,2670.25,850.2,243.5,585.73,295.45,35732.95,3603.5,339
93.07,130,2649.65,853.65,236.85,573.4,300.25,35761.05,3689.8,349.65
96.83,129.5,2602.6,865.4,237.25,574.9,302.05,36125.05,3703.3,354.45
98.23,130.2,2615.9,882.45,240.95,565.25,298.25,36236.3,3616.8,347.6
95.4,124.25,2619.7,907.5,240.4,564.5,289.3,34909.1,3528.85,343.4
95.37,121.15,2679.7,913.3,249.25,593.9,286.5,35040.25,3536.15,340.85
96.2,125.15,2733,911.8,249.55,603.92,284.4,36362,3531.3,339.2
94.73,125.7,2765.3,910.55,247.3,605.3,276.25,36193.2,3548.1,334.25
90.93,126.15,2859.15,917.05,250.3,620.25,281,37688.05,3614.6,335.85
95.77,130.9,2897.6,943.35,259.8,641.4,288.75,38179.1,3680.3,341.7
98.8,132.1,2905.2,931.9,256.85,636.02,284.25,38443.75,3688.65,349.95
100.43,134.5,2940.2,908.5,254.9,634.62,289.85,38875.95,3725.75,346.9
99.63,139.1,2919.3,906.95,263.1,615.62,295.9,38978.65,3689.15,345.05
102.4,140.45,2902.3,926.65,269.05,622.15,303.05,38638.55,3707.45,348
102.5,139.5,2946.55,915.55,267.7,630.45,295.55,39066.25,3687.15,344.05
110.43,148.7,3001.7,949.45,275.9,653.08,303.4,40419.2,3737.25,347.85
110.87,148.1,2966.7,974.25,275.95,657.95,308.45,40593.25,3739.45,347.7
110.13,151.2,2972.6,974.3,276.9,664.88,307.2,40505.85,3746.4,351.4
113.93,159.05,2986.4,976.75,276.4,671.02,320.75,40552.15,3801.75,352.05
112.77,156.65,2966.3,972.85,276.95,659.7,304.7,39877.5,3732.6,347.15
113.17,156.1,2976.1,972.75,275,640.02,299.85,39792.35,3749.9,349.85
112.37,157.85,2977.8,971.85,277.3,650.88,301.5,39784.9,3767.25,351.3
114.3,158.95,2904.35,980.9,277.2,649.85,300.45,39659.75,3769.25,350.5
115.13,158.3,2910.7,983.7,276.7,639.4,304.95,39539.6,3782.15,350.65
114.73,158.55,2896.25,985.2,279.45,647.75,303.5,39287.85,3804.5,358.2
110.63,157.1,2916.9,989.45,278.1,659.08,303.95,39175.3,3812,361.35
111.4,159.45,2943,1002,277.45,643.7,305,39213,3833.05,355.1
111,159,2890.3,992.25,274,653.77,304.85,39162.95,3823.8,361.8
112.7,159.95,2910.75,997.9,275.5,648.52,306.25,39143.95,3821,353.15
112.13,159.8,2814,992.95,269.7,660.55,300.95,38732.6,3792.9,355.45
110.73,158.35,2880.05,1001.3,272.55,656.85,302.25,38790.6,3796.85,364.05
111.43,156.8,2828,985.95,265.9,633.92,303.3,38602.65,3759.75,353.2
110.33,155.25,2780.8,975.95,268,630.73,300.65,39414.4,3737,352.55
111.7,159.35,2866.45,977.2,269.45,620.98,305,39443,3796.65,362.75
112.6,160.25,2797.45,961.55,269.9,619.73,283.05,39045.6,3680.7,359.8
109.8,161.7,2878.3,985.4,275.1,620.98,291.8,39215.05,3800.85,365.8
112.53,165.7,2881.8,994.3,276.25,613.45,295.25,39171.15,3791.55,367.85
112.23,166.9,2935.95,974.95,271.7,602.88,299.9,39630.8,3820.3,366.75
112.43,171.25,2931.85,973,276.85,610.95,299.95,39151.3,3821.6,372
115.4,173.8,2960.15,981.45,283.9,629.83,289.1,39281.8,3860,376.7
116.97,177.55,2971.45,975.4,278.5,626.9,294.75,39237.4,3914.05,377.9
116.7,179.9,2923.05,970.85,272.55,613.77,285.75,38866.1,3817.2,381.8
117.33,179.6,2927.75,966.85,275.7,642,287.15,39430.75,3868.3,379.9
115.57,170.05,2900.85,967.05,279.8,631.33,293.4,38664.7,3834.1,388.55
115.9,168.2,2941.1,945.05,275.2,627.4,289.6,38953.6,3872.5,378.05
116.8,169.35,2980.35,959.05,274.8,614.12,295.55,39174.4,3838.35,380.3
117.5,171.9,2967.15,962.05,275.9,610.52,294.1,39381.9,3872.65,371.7
117.2,168.1,2944.5,954.9,274,616.23,274.65,39333.05,3887.3,369.9
116.47,168.35,2858.4,944.95,269.05,605.25,263.35,38932.1,3871,360.8
119.2,173.25,2878.1,945,264.05,608.58,256.45,39530.05,3906.35,358.4
118.97,176.45,2846.1,945.85,260.9,602.05,258.15,38017.75,3932.35,359.7
118.63,174.2,2911.4,948.25,267.55,627.9,255.95,38377.95,3883.45,354.65
119.97,173.75,3047.5,961.5,266.75,661.55,260.1,38222.65,3957.9,353.2
118.93,172.95,3035.35,958.15,264.65,660.27,259.45,38102.85,3931.95,352.8
123.03,171.45,3044.55,959.75,266.65,675.83,258.2,38966.7,3995.95,354.4
127.63,167.05,3130,938.9,267.65,651.45,241.8,38512.35,3946.35,350.05
129.6,159.4,3178.8,938.95,266.25,623.8,243.65,38556.4,3896.45,348.75
134.03,163.45,3181.25,940.9,270.05,641.83,248.7,39019.85,3986.9,348
134.03,161.95,3177.35,948.9,270.2,643,249.3,39731.6,4031.6,348.4
133.47,161.85,3186.55,939.1,270.85,637.27,254.15,39358.8,3944.9,356.6
132.57,160.2,3231.9,955.35,269.75,631,253.6,39751.4,3880.15,349.95
135.5,162.45,3190.15,975.35,272.45,646.62,252.5,40659.85,3886.25,352.3
141.6,164.05,3193.05,979.35,271.95,643.35,255.75,41248.05,3969.8,350.8
142.93,168.35,3184.2,947.55,271,646.25,258,41578.4,3909.3,340.4
145.03,172.05,3203.4,933.55,266.7,643.1,257.3,42237.2,3953.65,344.8
139.97,173.1,3246.45,940.85,262.9,627.8,258,42631.1,3986.85,343.7
138.97,174.75,3286.65,945.25,270.25,622.12,256.65,42225.85,3925.35,347.8
141.7,176.25,3300.05,937.2,271.05,618.15,259.15,42172.9,3943.25,352.1
143.07,175.55,3304,940.9,272.45,604.67,259.75,41914.8,3957,350.95
142.33,177.7,3228.75,904.45,272.65,604.35,259.95,41825.1,3939.1,354.2
141.2,179.9,3178.65,907,271.8,612.42,256.35,41848.9,3914.9,352.95
136.87,173.5,3181.4,910,272.8,622.5,259,41254.75,3868.55,348.45
138.97,176,3115.05,916.9,271,618.58,265.85,41180.5,3861.55,343.45
137,176.8,3170.45,919.35,279,624.95,259,41104.65,3914.5,342.65
134.6,182.1,3224.1,930.85,279.85,628.02,260.45,41373.8,3988.45,343.2
135.87,185.9,3266.75,927.3,277.8,633.75,255.5,41895.9,4006.75,341.05
135.17,186.35,3236.05,943.6,279.6,643.83,258.1,42587.8,3991.4,345.15
131.83,184.35,3254.4,961.3,276.9,661.08,255.3,42549.65,3982.2,348.5
136.1,186.4,3213.65,964.55,275.1,656.12,259.3,42877.75,3976.85,330.85
132.9,181.1,3122.8,961.6,278.7,614.45,251.5,41629.85,3933.3,327.25
137.03,183.2,3082,961.5,276,609.92,252.25,41935.95,3945.8,317.85
131.47,187.25,2970.8,941.75,274.75,588.25,250.6,41574.05,3844.4,321.2
130.1,183.55,2921.05,947.5,274.55,585.05,245.9,41242.95,3849.3,326.1
132.1,186.4,2888.9,953.85,274.85,587.25,249.65,41262.2,3856.65,324.85
132.73,188.25,2885.7,940.3,275.85,584.83,251.15,40935.45,3781.55,319.9
134.47,186.85,2900.5,963.08,277.95,587.8,250.4,41442.55,3790.25,318.85
138.1,192.1,2995.6,982.7,279.05,590.05,253.75,41418.75,3726,318.7
138.83,190.3,2997.9,972.83,275.25,594.17,251.35,40166.5,3757.05,321.9
140.23,182.55,3011.45,992.12,273.9,616.83,253.5,39873.45,3794.3,327.75
141.27,181.85,3079.2,973.83,282.3,635.25,261.05,40008.3,3727.2,326.35
142.17,186.55,2991.25,962.4,281.7,624.65,261.35,40815.6,3801.15,329
140.47,181.3,2953.85,924.05,281.8,611.52,259.8,40536.2,3809.85,326.45
144.7,178.95,2864.4,909.48,279.9,604.33,259.95,40614,3840.3,325.95
141.83,180.6,2879.95,917.85,275.2,582.77,267.3,39526.65,3791.85,330.55
141.4,177.7,2843.3,902.95,274.5,581.45,259.15,39328.6,3680.9,322
133.87,169.8,2897.4,924.42,277,584.73,261,38005.2,3708.3,332.4
137.47,174.25,2988.25,942.5,286.25,610.6,257.4,38678.1,3769.7,332.95
141.07,175.6,3008.05,955.92,285.1,651.98,257.8,40258.75,3917.6,327.2
137.67,169.5,2983.25,962.98,280.15,660.77,257.15,40263.35,4067.1,323.1
145.17,172.5,2920.9,961.95,270.1,668.3,258.45,39684.5,4098.15,334.95
150.97,184.75,2929.95,977.4,273.05,666.17,260.15,40392.2,4145.65,337.8
156.4,185.2,2973.8,973.5,280.3,653.7,264.85,41007.6,4059.4,341.6
154.4,187.8,2942.3,969.12,284.5,624.6,263.4,40907.85,4091.9,347.05
160.1,177.2,2880.7,958.3,275.05,616.42,259.05,40069.75,4068.5,324.75
154,182.65,2976.9,950.3,273.4,629.17,256.55,39882.8,4100.2,327
153.03,182.6,3002.25,967.67,273.45,610.98,247.35,38788.95,4071.2,332.6
165.9,199.65,3199.35,997.25,298.65,653.4,266,43388.6,4375.45,344.3
168.63,201.1,3224.4,997.75,297.65,656.12,266.15,43446.25,4316.05,341.2
174.83,208.75,3293.55,995.77,297.45,636.75,269.25,44053.8,4356.25,340.45
174.33,212.9,3316.5,993.23,303.1,652.08,274.9,44138.1,4388.9,336.15
174.63,212.8,3296.25,990.4,302.9,648.75,266.9,42597.45,4235.45,336.6
174.33,184.4,3343.75,989.75,294.7,645.52,270.8,42567.65,4203.35,335.05
172.4,176.75,3398.85,998.48,292,647.1,271.65,41854.25,4163.85,328.15
173.27,176.05,3320.85,994.67,298.4,677.67,270.45,41518.95,4198.55,330.1
178.03,178.05,3366.9,1007.98,299.9,698.67,275.75,42540.95,4238.55,328.4
181.63,182.1,3314.05,1018.2,305.35,701.83,277.8,44510.75,4254.25,329.35
177.43,185,3202.7,1021.52,309.1,701.02,277.55,44922.4,4259.75,334
188.3,189.4,3139.75,1016.15,308.85,692.65,277.1,44764.75,4211.8,327.75
187.03,189,3156.3,990.23,306.65,704.2,277.65,45384.65,4240.35,320.5
187.87,191.05,3175.65,992.2,292.2,666.75,272.6,45699.9,4264.6,315.95
188.63,184.85,3136.85,991.35,290.9,689.3,277.15,42554.7,4114.3,317.25
185.57,177.5,3153.65,994.92,293.3,688.05,279.1,40839.25,4046.5,323.65
191.27,168.6,3065.8,1032.05,292.2,660.08,278.4,39402.7,3945.5,338.8
189.07,153.2,2968.25,1039.03,290.6,624.33,273.2,39504.85,3968,338.55
185.93,153.85,2976.05,1027.88,294.45,601.15,275.4,39286.1,3925.25,341.1
181.33,152.3,2932,1028.47,296.35,614.05,283.05,38986.1,3898.5,335.9
186.9,155.75,2895.1,1029.75,296.55,614.5,298.05,38531.55,3868,340.1
189.77,152.75,2850.05,1035.53,298.45,617.85,304.25,38094.25,3935.75,337.05
189.97,152.7,2856.9,1036.25,298.6,610.05,300.1,36358.45,3855.7,338
189.1,150.7,2875.15,1025.05,302.25,609.73,297.45,36154.85,3827.45,339.75
188.23,152.95,2881.9,1019.77,299.2,612.73,310.15,36598.5,3870.05,345.15
191.03,156.25,2878.45,1015.27,292.05,619.92,307.7,36217.7,3845.1,348.95
186.8,155.55,2842.1,1021.98,291.2,604.23,301.2,36101.3,3826.9,350.65
182.37,156.4,2832.9,1006.52,292.2,601.05,299.7,35646.8,3823.6,350.75
182.1,155.8,2831.3,1003.08,296.15,601.77,299.15,35486.1,3817.5,359.85
179.57,156.35,2845.6,1003.9,286.45,590.25,297.6,35714.5,3846.45,357.3
179.07,156.45,2839.05,994.45,282.25,584.65,297.55,35199.85,3781.75,355.8
176.2,152.95,2823.9,1010.88,287.1,572.23,298.25,35166.3,3798.05,359.7
170.47,151.35,2791.9,1021.9,286.6,583.08,301.6,34928.05,3881.15,354.95
172.67,153.65,2787.5,1030.3,288.4,607.2,299.25,35102.2,3896.4,361.05
173.33,153.15,2785.65,1021.58,286.4,606.42,287.05,34837.6,3911.95,355.85
172.73,150.8,2770.7,1025.15,285.55,611.27,283.35,34860.8,3878,357.3
170.53,150,2746.25,1020.65,278.25,597.23,286.75,34807.9,3926.35,355.25
171.8,150.3,2731.55,1027.6,282.5,602.83,287.6,34756.35,3846.3,361.9
165.27,144.15,2762.95,1019.88,280.1,618.6,282.65,34230.85,3780.1,366.3
164.83,144.1,2700.35,999.38,275.9,602.17,281.7,33229.45,3703.45,358.85
167.3,144.55,2743.9,1005.17,275.7,599.55,287.2,33742.65,3749.25,360.15
170.67,145,2693.6,994.05,276.75,578.35,282.8,33760.35,3775.4,352.85
169.4,145.9,2692.65,1001.15,273.5,581.3,287.1,33807.5,3767.1,356.6
162.53,150.3,2738.7,978.62,269.75,572.12,290.95,34227.45,3767.8,357.25
164.43,146.4,2783.7,981.75,270.2,578.67,286.25,33811.5,3746.7,366.25
160.83,142.1,2705.45,980.75,269.3,560.73,285.55,33225.35,3719.55,358.2
162.17,138.65,2684.3,979,267.7,561,277.75,33006.35,3760.1,358.8
160.53,140.65,2758.4,979.88,265.45,562.95,270.45,33032.55,3754.65,353.95
163.73,142,2611.65,968.17,256.55,562.6,271.1,32401.25,3617.6,347.15
165.2,143,2623.15,955.2,256.3,562.55,265.75,32219.15,3558.35,344.25
165.53,146.95,2605.5,949.75,252,562.27,266.65,31878.05,3611.4,347.95
162.5,148.5,2602.65,938,251.4,562.33,266.05,31856.4,3530.7,353.7
167.5,152.95,2597.35,949.17,253.4,561.25,270,33285.15,3509.35,364.7
160.9,153.15,2597.6,951.45,253.75,560.7,270.4,32765.3,3493.9,359.55
162.03,155.8,2643.95,935.77,251.5,569.23,272.35,33832.35,3440.75,352.95
164.5,160.25,2709.45,949.35,257.8,560.67,277.95,34353.4,3466.45,363.75
165.33,161.7,2580.4,961.65,255.75,561.8,276.85,34706.75,3496.1,361.5
163.9,161.25,2511.6,953.75,261.5,543.92,274.35,34748.9,3519.2,367.65
167.4,160.4,2509.1,975.12,266.75,536.95,274.8,34613.3,3545.9,368.95
169.37,165.2,2567.9,994.62,272.7,546.65,276.8,36029.3,3593.3,376.3
167.77,162.6,2544.7,1001.9,269.85,525.02,275.75,35874.3,3631,378.3
168.47,160.1,2657.25,997.12,271.7,548.15,271.35,35381.7,3629.65,380.25
166.57,161.15,2578.75,978.83,269.35,566.85,270.95,35740.95,3593.45,372.2
160.97,159.45,2513.65,998.58,270.65,544.58,269.8,35559.1,3588.75,370.6
156.1,157.8,2507,993.83,268.4,553.65,266.95,35572.25,3583.5,371
156,155.4,2430.85,1000.55,265.25,564.85,268.05,35675.5,3630.6,370.45
154.97,156.55,2287.85,1007.2,259.05,579.67,269.1,35762.85,3580.55,376
154.1,159.75,2332.05,1009.75,264.1,584.75,269.7,35922,3568.45,376.15
156.77,160.65,2324.75,1037.05,264.7,578.77,270.85,36219.7,3508.3,379.55
156.37,162,2293.85,1036.2,265.7,599.45,270.25,37187.25,3484.95,378.75
153.97,160.15,2263.9,1036.03,264.85,583,270.65,36513.55,3495.65,367.95
153.33,164.55,2258.3,1019.62,263.85,561.85,276.9,36452.25,3517.85,362.9
151.83,162.45,2282.6,1019.55,261.4,542.65,279.85,36140.55,3479.5,367.4
148.4,158.4,2272.4,1021.52,260.65,559.15,284.65,35402.65,3475.35,362.75
156.47,169.7,2283.2,1036.42,257.2,553.58,285.75,36715.5,3392.15,367.65
154.23,145.1,2203.4,1023.15,260.85,540.7,278.7,35902.45,3383.5,353.6
152.47,153.45,2236.35,1002.48,257.2,525.48,280.65,35003.1,3366.4,369.55
153.13,162.15,2247.3,1011.73,263.1,538.92,279.85,36345.7,3352,383.4
163.43,170,2344.95,1030.38,264.6,544.48,291.2,37881.8,3379,384.4
163.43,170.7,2248.4,1016.85,261.45,526.9,287.15,37813.3,3349.4,385.25
158.7,169,2197.85,994.1,251.9,525.88,279.8,36664.15,3315.7,382.8
154.77,171.85,2151.6,1005.85,255.3,540.25,280.9,37025.6,3321.3,381.85
155.3,173.45,2095.05,1007.83,259.1,549.08,276.75,37315.15,3193,386.15
150.87,170.85,2071.5,996.52,263.45,562.3,269.45,37148.25,3177.65,386.5
156,174.15,2139.7,1018.48,270.1,563.05,279.55,38944.55,3253.15,395.9
155.53,179.45,2151.65,1005.95,271.05,545.02,288.75,40014.25,3297.45,403.45
153.87,179.85,2066.25,976.95,265.25,564.12,289.55,38739.9,3291.8,396.1
151.33,180.15,2069.5,990.9,268.55,575.38,288.5,39068.4,3306.45,392.25
153.27,179.5,2170,1006.45,268.9,582.8,290.9,39911.55,3297.45,394.95
156.57,177.6,2298.95,1035.15,272.95,584.95,285.7,41014.45,3354.55,395.05
154.67,177.15,2329.15,1062.3,276.15,599.62,288.15,41559.55,3420.6,406.25
154.93,178.5,2344.55,1075,275.35,602.5,289.7,41561.05,3362.6,411.35
161.77,175.55,2310.2,1074.58,283.6,613.08,293.9,41856.1,3433.05,414.85
156.4,174.2,2277.9,1071.6,280.3,598.3,292.5,41326.9,3352.65,400.55
155.1,171.75,2277.9,1086.67,279.9,583.8,284.85,40831.25,3364.85,399.95
157.27,168.85,2258.75,1046.67,284.35,586.9,293.7,40865.15,3338.8,407.45
155.67,170.05,2259.1,1049.72,274.3,570.27,302.65,40612.2,3359.65,406.6
156.73,168.5,2216.7,1024.2,272.95,558.98,304.15,39891.35,3229.9,403.6
153.8,168.9,2177.55,1001.25,266.55,539.48,304.85,39557,3254.15,390.4
156.9,163.5,2158.55,1007.15,265.55,520.48,305.25,38750.65,3260.05,391.6
159.17,163.85,2162.15,1011.02,266.05,522.15,308.65,38829.6,3255.15,391.35
155.2,160.95,2154,1000.1,264.8,528.45,303.25,37661.9,3246.15,392.85
157.23,161,2193.8,996.33,262.75,536.88,308.85,37150.5,3223.45,389.75
157.77,165.85,2161.35,1019,268.2,549.1,303.6,37610.95,3184.05,390.45
160,167.9,2148.75,1028.72,266.5,556.12,304.55,37714,3199.45,387.25
157.87,169.65,2102.7,989.9,269.1,546.33,313.75,38471.9,3207.25,390.85
163.83,172.65,2133.45,1005.15,266,548.02,300.4,39891.05,3247.55,392.7
170.4,176.5,2207.15,1017,275.4,564.58,299.65,40298.3,3261,404.8
171.8,182.25,2196.65,1008.9,284.1,566.65,296.8,40555.1,3265.05,401.8
176.53,182.4,2190.95,1029.2,283.3,556.25,298.7,40459.7,3290.55,404.45
172.73,182.65,2150.5,1019.1,271.25,538.62,295.15,40160.95,3282.45,397.6
169.83,179,2156.95,1034.55,272.45,562.17,294.25,40241.45,3280,398.75
176.03,179.85,2196.65,1059.33,271.2,581.17,294.2,41651.25,3298.25,404.6
171.93,176.9,2155,1055.25,267.5,573.35,283.1,41451.75,3302.95,399.85
172.73,179.85,2156.05,1044.05,265.8,600.23,286.65,41262.25,3318.7,405.4
172.4,180.05,2199.35,1052.92,274.35,592.27,284.4,41065.35,3318.7,399.7
180.23,184.05,2210.75,1035.12,266.7,602.48,276.75,41634.2,3329.05,405.75
180.6,180.4,2152.5,990.88,264.15,603,278.25,41323.9,3349.75,411.4
183.17,187.2,2168.65,1004.27,264.05,572.1,283,41975.2,3375.85,415.9
182.5,182.4,2122.4,987.55,262.6,563.1,278.55,42286.2,3373.7,412.5
174.77,185.2,2095.4,1945.4,263.6,567.5,270.25,41200.35,3277.25,421.4
180.6,181,2083.45,960.55,265.15,573.25,273.9,41200.75,3260.5,435.35
176.3,171.35,2055.65,964.3,263.45,564.5,263.8,39833.8,3258.25,423.6
182.8,177.15,2069.4,973.27,264.35,563.45,268.2,40912.3,3261.25,422.25
185.17,176.75,2073,986.58,268.15,560.27,274.45,40874.7,3268.2,422.45
181.7,182.35,2060.4,986.67,265.7,547.17,268.7,40550.75,3270.9,419.75
183.5,183.3,2097.55,960.4,265.45,552.1,271.45,40945.75,3301,435.35
174.53,178.55,2081.1,952.27,266.95,574.83,272.7,41119,3343.25,432.75
173.47,183.2,2055.8,962.77,268.8,588.23,268.85,41445.95,3368.25,429.75
173.03,182.75,2034.2,959.02,266.85,585.38,267.15,40994.65,3353.55,417.5
172.9,182.95,2022.9,955.25,272.25,588.92,269.7,40585.5,3443.4,426.7
178.47,180.8,1967.5,931.42,267.15,573.2,261.85,40755.25,3345.45,425.75
170.3,180.95,1929.7,925.4,272,557.33,260.5,37877.25,3304.75,426.25
174.33,176.4,1933.25,916.45,270.5,531.2,249.85,36648.95,3269.85,425.2
172.37,173.45,1882.15,917.77,261.05,547.58,246.85,37290.1,3277,412.25
176.1,175.95,1879.15,936.02,273.45,561.27,244.4,38837.4,3318.15,416.7
184.57,177.55,1853.5,928.85,267.9,539.23,249,39729.1,3300.2,417.8
190,184.9,1894.1,910.88,267.65,512.77,250.65,40056.3,3412.25,430.05
198.07,185.05,1924.25,923.48,265.85,541.85,247.65,40623.4,3400.75,432.3
195.9,187.85,1900.1,919.52,261.65,535.7,250.25,40218.25,3396.75,433.2
194.5,193.15,1889,937.77,256.25,530.6,258.45,40036.9,3397.35,430.6
191.93,217.15,1908.35,944.45,258.4,545.02,263.1,39901.5,3341.9,441.8
186.17,223.55,1913.75,961.2,251.75,556.5,268.45,39729.55,3256.5,433.25
