Date,Expiry Date,Strike Price (K),Call Price,Put Price
07-Jan-15,27-Dec-18,10000,1756.85,763.6
08-Jan-15,27-Dec-18,10000,1894.1,772.85
09-Jan-15,27-Dec-18,10000,1911.95,728.35
12-Jan-15,27-Dec-18,10000,1908,690.95
13-Jan-15,27-Dec-18,10000,1859.2,667.45
14-Jan-15,27-Dec-18,10000,1818.35,638.9
15-Jan-15,27-Dec-18,10000,2129.15,762.85
16-Jan-15,27-Dec-18,10000,2106.75,722.5
19-Jan-15,27-Dec-18,10000,2095.1,687.4
20-Jan-15,27-Dec-18,10000,2249.3,698.35
21-Jan-15,27-Dec-18,10000,2245.65,656.9
22-Jan-15,27-Dec-18,10000,2230.65,622.85
23-Jan-15,27-Dec-18,10000,2285.9,585.95
27-Jan-15,27-Dec-18,10000,2332.25,555.75
28-Jan-15,27-Dec-18,10000,2289.05,530
29-Jan-15,27-Dec-18,10000,2294.2,496
30-Jan-15,27-Dec-18,10000,2235.6,574.15
02-Feb-15,27-Dec-18,10000,2185.8,549.25
03-Feb-15,27-Dec-18,10000,2123.35,537.7
04-Feb-15,27-Dec-18,10000,2082.1,514.25
05-Feb-15,27-Dec-18,10000,2034.1,493.85
06-Feb-15,27-Dec-18,10000,1971.1,491.6
09-Feb-15,27-Dec-18,10000,1918.45,578.65
10-Feb-15,27-Dec-18,10000,1937.5,537.9
11-Feb-15,27-Dec-18,10000,1983.7,504.5
12-Feb-15,27-Dec-18,10000,2054.85,484.9
13-Feb-15,27-Dec-18,10000,2142.9,469.65
16-Feb-15,27-Dec-18,10000,2117.75,440.25
18-Feb-15,27-Dec-18,10000,2142.4,419.6
19-Feb-15,27-Dec-18,10000,2138.9,391.6
20-Feb-15,27-Dec-18,10000,2077.05,395.95
23-Feb-15,27-Dec-18,10000,2016.4,413.55
24-Feb-15,27-Dec-18,10000,1984.3,392.45
25-Feb-15,27-Dec-18,10000,1965,367
26-Feb-15,27-Dec-18,10000,1900.75,396.1
27-Feb-15,27-Dec-18,10000,2118.25,449.05
28-Feb-15,27-Dec-18,10000,2148.75,424
02-Mar-15,27-Dec-18,10000,2179.25,397.55
03-Mar-15,27-Dec-18,10000,2178.8,375.75
04-Mar-15,27-Dec-18,10000,2104.55,393.3
05-Mar-15,27-Dec-18,10000,2072.2,375.1
09-Mar-15,27-Dec-18,10000,2053.55,522.15
10-Mar-15,27-Dec-18,10000,1992.2,515.45
11-Mar-15,27-Dec-18,10000,1962.05,485.35
12-Mar-15,27-Dec-18,10000,2024.25,462.25
13-Mar-15,27-Dec-18,10000,1965.2,538.6
16-Mar-15,27-Dec-18,10000,1921.35,514.45
17-Mar-15,27-Dec-18,10000,2001.6,498.05
18-Mar-15,27-Dec-18,10000,1945.65,486.65
19-Mar-15,27-Dec-18,10000,1894.85,480.6
20-Mar-15,27-Dec-18,10000,1835.5,489.45
23-Mar-15,27-Dec-18,10000,1789.3,471.1
24-Mar-15,27-Dec-18,10000,1767,442.15
25-Mar-15,27-Dec-18,10000,1735.7,419.25
26-Mar-15,27-Dec-18,10000,1736.2,623.7
27-Mar-15,27-Dec-18,10000,1708.75,590.55
30-Mar-15,27-Dec-18,10000,1892.3,625.7
31-Mar-15,27-Dec-18,10000,1853.75,598.25
01-Apr-15,27-Dec-18,10000,1932.4,583.35
06-Apr-15,27-Dec-18,10000,1915.65,594
07-Apr-15,27-Dec-18,10000,1882.55,564.85
08-Apr-15,27-Dec-18,10000,1901.75,537.1
09-Apr-15,27-Dec-18,10000,1930.75,514.85
10-Apr-15,27-Dec-18,10000,1902.85,486.55
13-Apr-15,27-Dec-18,10000,1921.8,462.3
15-Apr-15,27-Dec-18,10000,1868.75,482.75
16-Apr-15,27-Dec-18,10000,1811.3,478.6
17-Apr-15,27-Dec-18,10000,1754.1,526.5
20-Apr-15,27-Dec-18,10000,1733.9,655.55
21-Apr-15,27-Dec-18,10000,1676.45,667.45
22-Apr-15,27-Dec-18,10000,1698.5,631.05
23-Apr-15,27-Dec-18,10000,1646.25,617.3
24-Apr-15,27-Dec-18,10000,1593.15,658.95
27-Apr-15,27-Dec-18,10000,1536.65,701.65
28-Apr-15,27-Dec-18,10000,1580.45,675.3
29-Apr-15,27-Dec-18,10000,1538,661.45
30-Apr-15,27-Dec-18,10000,1481.9,670.7
04-May-15,27-Dec-18,10000,1664.05,709.1
05-May-15,27-Dec-18,10000,1621.5,683.45
06-May-15,27-Dec-18,10000,1678.75,956.75
07-May-15,27-Dec-18,10000,1618.8,940.85
08-May-15,27-Dec-18,10000,1746.15,941.1
11-May-15,27-Dec-18,10000,1870.95,931.85
12-May-15,27-Dec-18,10000,1848.35,1109.2
13-May-15,27-Dec-18,10000,1921.85,1075.9
14-May-15,27-Dec-18,10000,1872.1,1036.4
15-May-15,27-Dec-18,10000,1864.1,986.6
18-May-15,27-Dec-18,10000,1940.95,962.6
19-May-15,27-Dec-18,10000,1890.95,927.6
20-May-15,27-Dec-18,10000,1899.5,888.3
21-May-15,27-Dec-18,10000,1855.65,853.7
22-May-15,27-Dec-18,10000,1853.95,807.7
25-May-15,27-Dec-18,10000,1778.9,837.1
26-May-15,27-Dec-18,10000,1721.5,817.6
27-May-15,27-Dec-18,10000,1683.1,783
28-May-15,27-Dec-18,10000,1638.7,755.85
29-May-15,27-Dec-18,10000,1741.5,748.4
01-Jun-15,27-Dec-18,10000,1705.5,715
02-Jun-15,27-Dec-18,10000,1672.8,945.05
03-Jun-15,27-Dec-18,10000,1624.55,973.05
04-Jun-15,27-Dec-18,10000,1569.65,951
05-Jun-15,27-Dec-18,10000,1516.2,928.55
08-Jun-15,27-Dec-18,10000,1452.25,945.45
09-Jun-15,27-Dec-18,10000,1406.85,918.1
10-Jun-15,27-Dec-18,10000,1485.75,901.95
11-Jun-15,27-Dec-18,10000,1465.05,1044.65
12-Jun-15,27-Dec-18,10000,1445.65,996
15-Jun-15,27-Dec-18,10000,1429.25,956.15
16-Jun-15,27-Dec-18,10000,1418.6,916.45
17-Jun-15,27-Dec-18,10000,1432.25,866.2
18-Jun-15,27-Dec-18,10000,1486.6,836.55
19-Jun-15,27-Dec-18,10000,1504.85,792.85
22-Jun-15,27-Dec-18,10000,1629.3,799.4
23-Jun-15,27-Dec-18,10000,1615.7,761.65
24-Jun-15,27-Dec-18,10000,1569.5,737.85
25-Jun-15,27-Dec-18,10000,1571.5,699.05
26-Jun-15,27-Dec-18,10000,1533.5,671.75
29-Jun-15,27-Dec-18,10000,1490.75,670.45
30-Jun-15,27-Dec-18,10000,1493.9,648.8
01-Jul-15,27-Dec-18,10000,1553.25,633.2
02-Jul-15,27-Dec-18,10000,1511.5,611.75
03-Jul-15,27-Dec-18,10000,1516.85,581.4
06-Jul-15,27-Dec-18,10000,1507.85,558.65
07-Jul-15,27-Dec-18,10000,1459.65,544.5
08-Jul-15,27-Dec-18,10000,1451,674.7
09-Jul-15,27-Dec-18,10000,1404.9,662.15
10-Jul-15,27-Dec-18,10000,1403.4,627.65
13-Jul-15,27-Dec-18,10000,1488.4,623.75
14-Jul-15,27-Dec-18,10000,1461.1,593.2
15-Jul-15,27-Dec-18,10000,1509.45,568.25
16-Jul-15,27-Dec-18,10000,1570.85,557.55
17-Jul-15,27-Dec-18,10000,1543.6,530.15
20-Jul-15,27-Dec-18,10000,1492.45,516.6
21-Jul-15,27-Dec-18,10000,1453.5,534.95
22-Jul-15,27-Dec-18,10000,1558.15,534.6
23-Jul-15,27-Dec-18,10000,1504.05,533.7
24-Jul-15,27-Dec-18,10000,1449.75,554.55
27-Jul-15,27-Dec-18,10000,1435.7,719.05
28-Jul-15,27-Dec-18,10000,1392.35,698.7
29-Jul-15,27-Dec-18,10000,1397.65,662.4
30-Jul-15,27-Dec-18,10000,1412.85,629.85
31-Jul-15,27-Dec-18,10000,1518.3,633.75
03-Aug-15,27-Dec-18,10000,1493.25,603.45
04-Aug-15,27-Dec-18,10000,1448,588.6
05-Aug-15,27-Dec-18,10000,1463.9,562.9
06-Aug-15,27-Dec-18,10000,1449.9,535.05
07-Aug-15,27-Dec-18,10000,1404.05,522.7
10-Aug-15,27-Dec-18,10000,1350.2,523.2
11-Aug-15,27-Dec-18,10000,1306.65,539.3
12-Aug-15,27-Dec-18,10000,1278.85,623.4
13-Aug-15,27-Dec-18,10000,1258.5,593.15
14-Aug-15,27-Dec-18,10000,1485.1,656.1
17-Aug-15,27-Dec-18,10000,1432.45,649.6
18-Aug-15,27-Dec-18,10000,1396.1,625.6
19-Aug-15,27-Dec-18,10000,1385.1,598.05
20-Aug-15,27-Dec-18,10000,1356.55,688.35
21-Aug-15,27-Dec-18,10000,1304,715.4
24-Aug-15,27-Dec-18,10000,1888.95,1778.2
25-Aug-15,27-Dec-18,10000,1893.65,1712.85
26-Aug-15,27-Dec-18,10000,1806.9,1719.15
27-Aug-15,27-Dec-18,10000,1926.05,1685.4
28-Aug-15,27-Dec-18,10000,1914.55,1620
31-Aug-15,27-Dec-18,10000,1837.4,1588.7
01-Sep-15,27-Dec-18,10000,1779.6,1715.45
02-Sep-15,27-Dec-18,10000,1700.75,1704.55
03-Sep-15,27-Dec-18,10000,1747.35,1654.5
04-Sep-15,27-Dec-18,10000,1681.05,1768
07-Sep-15,27-Dec-18,10000,1597.25,1790.5
08-Sep-15,27-Dec-18,10000,1681.8,1739.55
09-Sep-15,27-Dec-18,10000,1767,1688.35
10-Sep-15,27-Dec-18,10000,1697.65,1653.7
11-Sep-15,27-Dec-18,10000,1649.2,1600.6
14-Sep-15,27-Dec-18,10000,1674.05,1539.85
15-Sep-15,27-Dec-18,10000,1605.95,1514
16-Sep-15,27-Dec-18,10000,1617.95,1457.6
18-Sep-15,27-Dec-18,10000,1643.95,1406.7
21-Sep-15,27-Dec-18,10000,1591.9,1364.4
22-Sep-15,27-Dec-18,10000,1545.1,1484.35
23-Sep-15,27-Dec-18,10000,1516.1,1440.8
24-Sep-15,27-Dec-18,10000,1484.1,1392.95
28-Sep-15,27-Dec-18,10000,1411.1,1404.4
29-Sep-15,27-Dec-18,10000,1382.55,1383.2
30-Sep-15,27-Dec-18,10000,1433.9,1361.15
01-Oct-15,27-Dec-18,10000,1383.6,1330.9
05-Oct-15,27-Dec-18,10000,1547.5,1337.8
06-Oct-15,27-Dec-18,10000,1524.25,1290.2
07-Oct-15,27-Dec-18,10000,1499.3,1239.75
08-Oct-15,27-Dec-18,10000,1436.1,1228.75
09-Oct-15,27-Dec-18,10000,1448.65,1177.4
12-Oct-15,27-Dec-18,10000,1385.35,1167.45
13-Oct-15,27-Dec-18,10000,1339.85,1135.45
14-Oct-15,27-Dec-18,10000,1288.4,1111.85
15-Oct-15,27-Dec-18,10000,1318.45,1069.4
16-Oct-15,27-Dec-18,10000,1333.9,1025.2
19-Oct-15,27-Dec-18,10000,1327.7,979.25
20-Oct-15,27-Dec-18,10000,1284.95,951.5
21-Oct-15,27-Dec-18,10000,1244.9,922.95
23-Oct-15,27-Dec-18,10000,1251.2,878.55
26-Oct-15,27-Dec-18,10000,1203.1,865.15
27-Oct-15,27-Dec-18,10000,1158,849.25
28-Oct-15,27-Dec-18,10000,1112.9,862.45
29-Oct-15,27-Dec-18,10000,1067.35,875.45
30-Oct-15,27-Dec-18,10000,1020.7,878.85
02-Nov-15,27-Dec-18,10000,980,860.45
03-Nov-15,27-Dec-18,10000,956,830.65
04-Nov-15,27-Dec-18,10000,921.35,813.1
05-Nov-15,27-Dec-18,10000,889.5,870.1
06-Nov-15,27-Dec-18,10000,861.6,844.95
09-Nov-15,27-Dec-18,10000,820.65,847.9
10-Nov-15,27-Dec-18,10000,833.55,994.25
11-Nov-15,27-Dec-18,10000,837.7,958.3
13-Nov-15,27-Dec-18,10000,801.15,985.25
16-Nov-15,27-Dec-18,10000,807.65,949.7
17-Nov-15,27-Dec-18,10000,802.75,915.45
18-Nov-15,27-Dec-18,10000,789.9,1012.45
19-Nov-15,27-Dec-18,10000,894,1007.25
20-Nov-15,27-Dec-18,10000,872.95,974
23-Nov-15,27-Dec-18,10000,837.8,950.95
24-Nov-15,27-Dec-18,10000,802.65,935.05
26-Nov-15,27-Dec-18,10000,818.05,903.9
27-Nov-15,27-Dec-18,10000,847.3,870.95
30-Nov-15,27-Dec-18,10000,815.1,848.6
01-Dec-15,27-Dec-18,10000,804.3,814.85
02-Dec-15,27-Dec-18,10000,769.95,805.65
03-Dec-15,27-Dec-18,10000,739.05,846
04-Dec-15,27-Dec-18,10000,717.5,908.3
07-Dec-15,27-Dec-18,10000,684.25,894
08-Dec-15,27-Dec-18,10000,654.25,934.15
09-Dec-15,27-Dec-18,10000,642.25,1010.55
10-Dec-15,27-Dec-18,10000,686.75,981
11-Dec-15,27-Dec-18,10000,659.8,1030.95
14-Dec-15,27-Dec-18,10000,663.1,994.65
15-Dec-15,27-Dec-18,10000,681.2,961.1
16-Dec-15,27-Dec-18,10000,697.75,929.25
17-Dec-15,27-Dec-18,10000,777.45,917.15
18-Dec-15,27-Dec-18,10000,750.85,974.6
21-Dec-15,27-Dec-18,10000,792.4,948.5
22-Dec-15,27-Dec-18,10000,754.8,960.85
23-Dec-15,27-Dec-18,10000,810.1,935.55
24-Dec-15,27-Dec-18,10000,780.35,912.35
28-Dec-15,27-Dec-18,10000,810.85,885.25
29-Dec-15,27-Dec-18,10000,786.2,858.4
30-Dec-15,27-Dec-18,10000,748.65,857.6
31-Dec-15,27-Dec-18,10000,765.65,828.5
01-Jan-16,27-Dec-18,10000,753.35,796.25
04-Jan-16,27-Dec-18,10000,819.85,1039.55
05-Jan-16,27-Dec-18,10000,786.55,1016.85
06-Jan-16,27-Dec-18,10000,748.6,1021.85
07-Jan-16,27-Dec-18,10000,804.75,1249.9
08-Jan-16,27-Dec-18,10000,796.95,1208.35
11-Jan-16,27-Dec-18,10000,753.5,1207.3
12-Jan-16,27-Dec-18,10000,716.45,1220.7
13-Jan-16,27-Dec-18,10000,731.05,1175.35
14-Jan-16,27-Dec-18,10000,698.2,1157.95
15-Jan-16,27-Dec-18,10000,679.85,1242.6
18-Jan-16,27-Dec-18,10000,656.35,1301.5
19-Jan-16,27-Dec-18,10000,707.9,1265.9
20-Jan-16,27-Dec-18,10000,705.9,1393.7
21-Jan-16,27-Dec-18,10000,670.2,1380.45
22-Jan-16,27-Dec-18,10000,821.1,1380.35
25-Jan-16,27-Dec-18,10000,799.05,1335.65
27-Jan-16,27-Dec-18,10000,768.45,1302.2
28-Jan-16,27-Dec-18,10000,735.9,1272.8
29-Jan-16,27-Dec-18,10000,879.45,1265.3
01-Feb-16,27-Dec-18,10000,839.15,1242.35
02-Feb-16,27-Dec-18,10000,813.95,1305.4
03-Feb-16,27-Dec-18,10000,784.8,1360.25
04-Feb-16,27-Dec-18,10000,785.35,1311.1
05-Feb-16,27-Dec-18,10000,834.45,1272.3
08-Feb-16,27-Dec-18,10000,801.7,1348.9
09-Feb-16,27-Dec-18,10000,763.2,1410.35
10-Feb-16,27-Dec-18,10000,730.8,1450.75
11-Feb-16,27-Dec-18,10000,850,1813.3
12-Feb-16,27-Dec-18,10000,815.5,1773.7
15-Feb-16,27-Dec-18,10000,1001.3,1778.2
16-Feb-16,27-Dec-18,10000,954.55,1852.4
17-Feb-16,27-Dec-18,10000,958,1797.4
18-Feb-16,27-Dec-18,10000,989.4,1738.2
19-Feb-16,27-Dec-18,10000,960.3,1691.85
22-Feb-16,27-Dec-18,10000,935.3,1641.55
23-Feb-16,27-Dec-18,10000,904.45,1728.4
24-Feb-16,27-Dec-18,10000,863.85,1760.2
25-Feb-16,27-Dec-18,10000,816.75,1754
26-Feb-16,27-Dec-18,10000,825.8,1696.7
29-Feb-16,27-Dec-18,10000,777.65,1689.95
01-Mar-16,27-Dec-18,10000,1076.4,1770.9
02-Mar-16,27-Dec-18,10000,1185.6,1744.25
03-Mar-16,27-Dec-18,10000,1234.2,1701.35
04-Mar-16,27-Dec-18,10000,1192.9,1658.8
08-Mar-16,27-Dec-18,10000,1144.25,1621.75
09-Mar-16,27-Dec-18,10000,1137.3,1563.35
10-Mar-16,27-Dec-18,10000,1082.65,1549.5
11-Mar-16,27-Dec-18,10000,1059.3,1499.4
14-Mar-16,27-Dec-18,10000,1036.05,1452.95
15-Mar-16,27-Dec-18,10000,985,1475.2
16-Mar-16,27-Dec-18,10000,972,1430.25
17-Mar-16,27-Dec-18,10000,942.65,1391.15
18-Mar-16,27-Dec-18,10000,992,1348.25
21-Mar-16,27-Dec-18,10000,1047.75,1311.65
22-Mar-16,27-Dec-18,10000,1017.55,1272.65
23-Mar-16,27-Dec-18,10000,977.8,1246.3
28-Mar-16,27-Dec-18,10000,931.15,1309.95
29-Mar-16,27-Dec-18,10000,895.5,1276.65
30-Mar-16,27-Dec-18,10000,1020.45,1263
31-Mar-16,27-Dec-18,10000,976.45,1243.9
01-Apr-16,27-Dec-18,10000,931.8,1226.35
04-Apr-16,27-Dec-18,10000,872.75,1274.9
05-Apr-16,27-Dec-18,10000,850.7,1470.5
06-Apr-16,27-Dec-18,10000,821.15,1433.65
07-Apr-16,27-Dec-18,10000,776.8,1458.8
08-Apr-16,27-Dec-18,10000,748.65,1423.5
11-Apr-16,27-Dec-18,10000,833.05,1394.3
12-Apr-16,27-Dec-18,10000,825.3,1348.45
13-Apr-16,27-Dec-18,10000,954.35,1333.1
18-Apr-16,27-Dec-18,10000,967.6,1285.8
20-Apr-16,27-Dec-18,10000,930.8,1254.45
21-Apr-16,27-Dec-18,10000,898.25,1219.55
22-Apr-16,27-Dec-18,10000,860.05,1195.75
25-Apr-16,27-Dec-18,10000,813.2,1198.05
26-Apr-16,27-Dec-18,10000,897.5,1163.2
27-Apr-16,27-Dec-18,10000,876.65,1124.55
28-Apr-16,27-Dec-18,10000,859.5,1243.9
29-Apr-16,27-Dec-18,10000,830.15,1209.25
02-May-16,27-Dec-18,10000,785.35,1211.15
03-May-16,27-Dec-18,10000,745.05,1227
04-May-16,27-Dec-18,10000,705.7,1225.4
05-May-16,27-Dec-18,10000,691.65,1192.8
06-May-16,27-Dec-18,10000,661.1,1170.3
09-May-16,27-Dec-18,10000,785.05,1168.75
10-May-16,27-Dec-18,10000,768.2,1131.85
11-May-16,27-Dec-18,10000,727.6,1131.85
12-May-16,27-Dec-18,10000,740.55,1088.35
13-May-16,27-Dec-18,10000,709.4,1144.35
16-May-16,27-Dec-18,10000,712.95,1104.9
17-May-16,27-Dec-18,10000,705.5,1066.9
18-May-16,27-Dec-18,10000,667.3,1059.65
19-May-16,27-Dec-18,10000,639.55,1126.75
20-May-16,27-Dec-18,10000,603.65,1126.2
23-May-16,27-Dec-18,10000,569.35,1117.65
24-May-16,27-Dec-18,10000,553.3,1087.6
25-May-16,27-Dec-18,10000,800.4,1152.4
26-May-16,27-Dec-18,10000,921.6,1146.95
27-May-16,27-Dec-18,10000,972.2,1105.75
30-May-16,27-Dec-18,10000,949.45,1070.4
31-May-16,27-Dec-18,10000,909.15,1050.15
01-Jun-16,27-Dec-18,10000,888.3,1017.5
02-Jun-16,27-Dec-18,10000,888.55,976.1
03-Jun-16,27-Dec-18,10000,860.1,947.5
06-Jun-16,27-Dec-18,10000,820.95,933
07-Jun-16,27-Dec-18,10000,847.45,902.15
08-Jun-16,27-Dec-18,10000,821.75,875.7
09-Jun-16,27-Dec-18,10000,782.6,909.8
10-Jun-16,27-Dec-18,10000,743.75,908.25
13-Jun-16,27-Dec-18,10000,703.95,934.9
14-Jun-16,27-Dec-18,10000,682.05,905.8
15-Jun-16,27-Dec-18,10000,761.65,887.2
16-Jun-16,27-Dec-18,10000,723.55,920.8
17-Jun-16,27-Dec-18,10000,719.7,884.9
20-Jun-16,27-Dec-18,10000,752.6,856.55
21-Jun-16,27-Dec-18,10000,719.35,843.55
22-Jun-16,27-Dec-18,10000,682.65,837.3
23-Jun-16,27-Dec-18,10000,717.6,811.35
24-Jun-16,27-Dec-18,10000,775.75,1055.05
27-Jun-16,27-Dec-18,10000,747.55,1027.7
28-Jun-16,27-Dec-18,10000,745.55,985.85
29-Jun-16,27-Dec-18,10000,788.6,952.3
30-Jun-16,27-Dec-18,10000,841.6,921.05
01-Jul-16,27-Dec-18,10000,842.3,887
04-Jul-16,27-Dec-18,10000,840.05,857.7
05-Jul-16,27-Dec-18,10000,797.9,858.2
07-Jul-16,27-Dec-18,10000,770.7,834.35
08-Jul-16,27-Dec-18,10000,738.8,818.8
11-Jul-16,27-Dec-18,10000,896.75,845.2
12-Jul-16,27-Dec-18,10000,911.05,812.1
13-Jul-16,27-Dec-18,10000,882.7,786.9
14-Jul-16,27-Dec-18,10000,890.8,755.25
15-Jul-16,27-Dec-18,10000,854.5,744.15
18-Jul-16,27-Dec-18,10000,816,739.05
19-Jul-16,27-Dec-18,10000,806.45,707.15
20-Jul-16,27-Dec-18,10000,809.25,678.35
21-Jul-16,27-Dec-18,10000,770.4,701
22-Jul-16,27-Dec-18,10000,771.9,668.9
25-Jul-16,27-Dec-18,10000,852.4,657.75
26-Jul-16,27-Dec-18,10000,810.6,668.7
27-Jul-16,27-Dec-18,10000,805.55,640.1
28-Jul-16,27-Dec-18,10000,825.45,613.15
29-Jul-16,27-Dec-18,10000,791.2,608.35
01-Aug-16,27-Dec-18,10000,765.55,589.45
02-Aug-16,27-Dec-18,10000,735,578.25
03-Aug-16,27-Dec-18,10000,706,632.95
04-Aug-16,27-Dec-18,10000,689.45,609.75
05-Aug-16,27-Dec-18,10000,848.2,638.05
08-Aug-16,27-Dec-18,10000,844.4,608.85
09-Aug-16,27-Dec-18,10000,806.95,608.15
10-Aug-16,27-Dec-18,10000,785.8,691.5
11-Aug-16,27-Dec-18,10000,771.3,665.85
12-Aug-16,27-Dec-18,10000,830.1,646.2
16-Aug-16,27-Dec-18,10000,790.95,643.1
17-Aug-16,27-Dec-18,10000,759.9,632.15
18-Aug-16,27-Dec-18,10000,781.25,603.9
19-Aug-16,27-Dec-18,10000,755.55,586.15
22-Aug-16,27-Dec-18,10000,718.85,592.05
23-Aug-16,27-Dec-18,10000,699.95,571.3
24-Aug-16,27-Dec-18,10000,690.75,548
25-Aug-16,27-Dec-18,10000,662.35,575.3
26-Aug-16,27-Dec-18,10000,636.1,566.4
29-Aug-16,27-Dec-18,10000,642.3,542.55
30-Aug-16,27-Dec-18,10000,818.65,583.6
31-Aug-16,27-Dec-18,10000,828.5,559.15
01-Sep-16,27-Dec-18,10000,802.2,542.1
02-Sep-16,27-Dec-18,10000,811.85,514.35
06-Sep-16,27-Dec-18,10000,970.75,540.55
07-Sep-16,27-Dec-18,10000,935.25,531.7
08-Sep-16,27-Dec-18,10000,939.9,505.35
09-Sep-16,27-Dec-18,10000,900.15,558.95
12-Sep-16,27-Dec-18,10000,899.65,716.35
14-Sep-16,27-Dec-18,10000,878.9,689.75
15-Sep-16,27-Dec-18,10000,864.3,660.85
16-Sep-16,27-Dec-18,10000,869.6,630.5
19-Sep-16,27-Dec-18,10000,865.85,601.1
20-Sep-16,27-Dec-18,10000,828.8,598.15
21-Sep-16,27-Dec-18,10000,805.3,578.9
22-Sep-16,27-Dec-18,10000,880.8,567.7
23-Sep-16,27-Dec-18,10000,844.45,566.9
26-Sep-16,27-Dec-18,10000,820.6,652.6
27-Sep-16,27-Dec-18,10000,789.3,639.55
28-Sep-16,27-Dec-18,10000,793.35,614.15
29-Sep-16,27-Dec-18,10000,807.35,783.7
30-Sep-16,27-Dec-18,10000,793.8,753.8
03-Oct-16,27-Dec-18,10000,915.1,754.9
04-Oct-16,27-Dec-18,10000,909.55,723.7
05-Oct-16,27-Dec-18,10000,858.3,728
06-Oct-16,27-Dec-18,10000,817.3,726.85
07-Oct-16,27-Dec-18,10000,785.05,711.95
10-Oct-16,27-Dec-18,10000,764.8,687.15
13-Oct-16,27-Dec-18,10000,758.25,822.65
14-Oct-16,27-Dec-18,10000,738.3,796.15
17-Oct-16,27-Dec-18,10000,697.9,825.3
18-Oct-16,27-Dec-18,10000,880.65,842.7
19-Oct-16,27-Dec-18,10000,846.4,825
20-Oct-16,27-Dec-18,10000,848.35,790.15
21-Oct-16,27-Dec-18,10000,821,766.95
24-Oct-16,27-Dec-18,10000,804.2,737.15
25-Oct-16,27-Dec-18,10000,771.4,723.55
26-Oct-16,27-Dec-18,10000,734.45,766.15
27-Oct-16,27-Dec-18,10000,710.6,743.9
28-Oct-16,27-Dec-18,10000,702.45,714.55
30-Oct-16,27-Dec-18,10000,672.9,700.45
01-Nov-16,27-Dec-18,10000,648.55,682.5
02-Nov-16,27-Dec-18,10000,638.7,786.5
03-Nov-16,27-Dec-18,10000,606.85,783.4
04-Nov-16,27-Dec-18,10000,575.3,802.8
07-Nov-16,27-Dec-18,10000,604.05,774.85
08-Nov-16,27-Dec-18,10000,617.15,744.9
09-Nov-16,27-Dec-18,10000,607.35,848.25
10-Nov-16,27-Dec-18,10000,674.5,828.75
11-Nov-16,27-Dec-18,10000,769.8,1160.65
15-Nov-16,27-Dec-18,10000,776.3,1376
16-Nov-16,27-Dec-18,10000,740.5,1353.3
17-Nov-16,27-Dec-18,10000,696.55,1350
18-Nov-16,27-Dec-18,10000,663.4,1326.05
21-Nov-16,27-Dec-18,10000,648.95,1466.7
22-Nov-16,27-Dec-18,10000,670.6,1418.5
23-Nov-16,27-Dec-18,10000,654.95,1382.55
24-Nov-16,27-Dec-18,10000,613.9,1412.6
25-Nov-16,27-Dec-18,10000,735.7,1387.2
28-Nov-16,27-Dec-18,10000,712.6,1343.25
29-Nov-16,27-Dec-18,10000,688.65,1311.05
30-Nov-16,27-Dec-18,10000,723.9,1263.6
01-Dec-16,27-Dec-18,10000,682.35,1258.9
02-Dec-16,27-Dec-18,10000,649.3,1337.1
05-Dec-16,27-Dec-18,10000,642.7,1296.7
06-Dec-16,27-Dec-18,10000,624.15,1258.05
07-Dec-16,27-Dec-18,10000,585.85,1262.35
08-Dec-16,27-Dec-18,10000,716.45,1228.05
09-Dec-16,27-Dec-18,10000,694.35,1194.4
12-Dec-16,27-Dec-18,10000,655.6,1251.25
13-Dec-16,27-Dec-18,10000,657.8,1212.95
14-Dec-16,27-Dec-18,10000,616.65,1218.1
15-Dec-16,27-Dec-18,10000,581.45,1211.45
16-Dec-16,27-Dec-18,10000,550.1,1195.8
19-Dec-16,27-Dec-18,10000,514.3,1197.95
20-Dec-16,27-Dec-18,10000,483.85,1189.2
21-Dec-16,27-Dec-18,10000,455.05,1181.25
22-Dec-16,27-Dec-18,10000,432.75,1240.95
23-Dec-16,27-Dec-18,10000,413.2,1216.3
26-Dec-16,27-Dec-18,10000,390.1,1273.55
27-Dec-16,27-Dec-18,10000,486.45,1246.85
28-Dec-16,27-Dec-18,10000,463.5,1223.45
29-Dec-16,27-Dec-18,10000,490.35,1179.55
30-Dec-16,27-Dec-18,10000,533.05,1136.4
02-Jan-17,27-Dec-18,10000,503.5,1121.3
03-Jan-17,27-Dec-18,10000,485.05,1095.2
04-Jan-17,27-Dec-18,10000,464.65,1069.35
05-Jan-17,27-Dec-18,10000,514.7,1027.25
06-Jan-17,27-Dec-18,10000,486.45,1021.9
09-Jan-17,27-Dec-18,10000,458.75,1008.45
10-Jan-17,27-Dec-18,10000,475.95,967.8
11-Jan-17,27-Dec-18,10000,535.25,941.85
12-Jan-17,27-Dec-18,10000,529.15,909.05
13-Jan-17,27-Dec-18,10000,507.1,888.55
16-Jan-17,27-Dec-18,10000,490,863.8
17-Jan-17,27-Dec-18,10000,462.6,856.25
18-Jan-17,27-Dec-18,10000,454,828.5
19-Jan-17,27-Dec-18,10000,444.9,801.25
20-Jan-17,27-Dec-18,10000,429,876.05
23-Jan-17,27-Dec-18,10000,434.75,846.15
24-Jan-17,27-Dec-18,10000,491.4,820.1
25-Jan-17,27-Dec-18,10000,614.85,814.8
